41.700127,140.524530,サラキ岬・咸臨丸,観光協会 01392-2-2046,http://www.town.kikonai.hokkaido.jp/kankoujouhou/rekishibunkazai/kanrinmaru.htm
41.680955,140.435411,ふるさとの森公園,産業経済課水産商工グループ 01392-2-3131,http://www.town.kikonai.hokkaido.jp/kankoujouhou/kankousupot/hurusatonomori.htm
41.671228,140.409751,禅燈寺,木古内町観光協会 01392-2-2046,http://1000nen-hokkaido.com/archives/1264
41.683118,140.426826,フォーレストパークりろないパークゴルフ場,01392-2-2545,http://www.town.kikonai.hokkaido.jp/shisetujouhou/sportsshisetu/pakugoruhujou.htm
